title,tags
Film Emperors’ Apartment,"a sex scene that led to a tragedy. becaus of a sex scene, a bright and simpl young man (shen che), becam entangl with the arrog and two-fac iceberg and campu beau (qin xiu), who is sharp-tongued, mercurial, and unreasonable. thu begin the hilari and tear-jerk struggl of the futur movi emperor from film academi to entertain circle! thi stori teach us that if you give in more.[]"
Don't Eat My Little Cookies,"the main charact wa origin invis in a state-own enterprise, but he didn't want to be forc by hi mother to go to the blind date in the park on hi birthday! wait, is thi guy also here for a blind date? that guy accident ate the cooki made by the main character, and becaus of thi cookie, a terribl diseas ha been cured??? more.[]"
The Villainess Is Shy In Receiving Love,"the villai is shi in receiv lovemi wick mother brought a girl one day.sh wa the duke' hidden daughter, loretta, the heroin of [duke' four children].i am melody, the villai who wa punish by my mother for harass her.i don't want to die like that, so i have to treat her well now.i fed loretta, put her to sleep, and play with her.and then her respons was?""i hope melodi marri more.['th villai is shi in receiv affect ; 악역 소녀는 사랑받기가 부끄러워요', '류희온', 'ongoing', 'fantasi - romance']"
Get the Heroine’s Script,"chao yihun, who could onli move in a wheelchair becaus of an accident, walk into anoth world and wa told that he had a system. as long as the male protagonist went to attack here, he could stay in thi world and enjoy the prosper and wealth with sound limbs. in order to avoid dispersal, chaoyi follow qin que' method of “take the loopholes” and tri hi best to improv the favorabili more.[]"
"Undead King ~A Low-Ranking Adventurer, With the Power of Monsters, Becomes Unbeatable~","(skills). a power human can onli receiv onc from g**, which is use to fight against monsters.chrome, who aspir to be an adventur while own a skill that is useless in combat, is unabl to throw away hi ambition, and is despis for hi inability, so he is left in charg of menial task and chore for hi career.but, when he is run away from a monster as a decoy, he lose hi life. b more.['undead king ~teihen bouken-sha, mamono no chikara de shinka musou~ ; アンデッド・キング 〜底辺冒険者、魔物の力で進化無双〜', 'nekogo - etomato - haruwa - kazama ran', 'ongoing', 'action - drama - fantasi - shounen']"
Perfect Surgeon,"when he wa a child, hi father wa said to have die from a car accident. but what actual caus hi death wa medic negligence'.ev sinc that, hi dream wa to becom a perfect doctor' that would never deni or mistreat a patient.however, realiti wa harsh.hi mother wa inflict with an incur disease, which requir a lot of money. he quit hi univers hospit internship an more.['퍼펙트 써전 ; идеальный хирург', 'moidal (뫼달) - wan.z', 'ongoing', 'drama - fantasi - medic - seinen - slice of life']"
Invincible After a Hundred Years of Seclusion,"he clearli transmigr into the bodi of the young master of a power aristocrat famili in the fantasi world, but wa sent out of hi ancestr home and made to live in a remot courtyard!? but chu xuan doesn't care at all, becaus he ha a system that will help him get stronger! as long as he stay at home long enough, he can becom strong! ding~ stay at home for a day, reward- indestructib more.[]"
Saihate no Paladin,"william is the lone human in a citi of the dead. born with vagu memori of a past life in contemporari japan where he fail to do anyth useful, he is determin not to make the same mistak again, and that thi time, hi life will be lived. but what doe that realli mean? rais by a group of the undead, william must discov what circumst brought him to thi citi and these peopl as we more.['世界尽头的圣骑士 ; 最果てのパラディン ; the faraway paladin ; paladin of the end ; ultim paladin', 'yanagino kanata - okubashi mutsumi', 'ongoing', 'action - adventur - fantasy']"
Gamaran: Shura,"a sequel to the origin gamaran manga focus on gama' former rival, mentor and friend sengoku iori. more.[]"
Double Trap,"jin-seong, who ha had a crush on hi older brother yura sinc childhood, come to live with hi brother due to a sudden parent accident.i wit that older brother sneak in and masturb with hi sleep self as a side dish! ""hyung, are you the hyung i know? who are you ?!"" + more.['더블 트랩;', '굿맨', 'ongoing', 'matur - romanc - yaoi']"
Kindaichi Shonen no Jikenbo - Shin Series,"kindaichi hajim return from hi bike trip around japan to meet inspector kenmochi and childhood friend nanas miyuki at the theme inn ""ruins."" case list: 01. vampir legend murder case. 02. opera house: the third murder. 03. jail gate cram school murder case. 04. snow spirit legend murder case. 05. reika hayami and the uninvit guest. more.['kindaichi case file - new series. ; kindaichi shounen no jikenbo shin shirizu. ; 金田一少年の事件簿 新シリーズ', 'amagi seimaru', 'ongoing', 'drama - mysteri - psycholog - shounen - supernatural']"
Zhong Qing,"low-grad guide, qin yun, forcibl mark by divine-grad sentri tyrant mo sheli, aggress maiden-heart seme x seriou straightforward uke start an unbash unabash companion life, conquer the whole univers while at it more.[]"
Continued Love,"hera planet, 4443 a. d. after a long time of endur resent and cold attitud from hi partner, later experienc bankruptcy, cheng jin final decid to let him go. however, as if it' destiny, hi lover suddenli lost hi memori and fell in love with cheng jin. cheng jin wa overjoyed, but at the same time anguish as he anxious await for thi love' “limit time” to arrive. more.[]"
Thirst,"half-vampir and a-list celebrity, ethan blackwel keep hi vampir urg at bay by feed off the energi of hi ador fans. hi world unexpectedli take a turn when he meet the up-and-com star, tristan montgomeri who pose a threat to hi popular and energi source. coerc into work with one anoth on an upcom film, the two unexpectedli develop chemistri much stronger than what more.['asami', 'ongoing', 'drama - fantasi - webtoon - yaoi']"
"Hana wa Saku, Shura no Gotoku","hana, who live on tonaki island, a small island with a popul of 600, love recit so much that she hold public read session for the children of the island. mizuki feel that hana' ""reading"" ha the power to attract people, and invit her to join the broadcast club, of which she is the head. ""tell me your true wish and i'll make it come true."" ""i want to join the broadcast clu more.['花は咲く、修羅の如く ; flower and asura ; la flore florecen, tal como asura ; asura y flor', 'musshu - takeda ayano', 'ongoing', 'drama - school life - seinen - slice of life']"
The Ride-On King,"alexand purchinov is presid for life of the countri of pursia, a countri rule by violenc and the influenc of it government. alexand alway desir to be dominant, and ""ride"" things, whether liter or figuratively. now that he ha alreadi ridden hi country, hi next target is a fantasi world that ha orcs, wyverns, and centaurs. more.['golosseum - the ride-on king ; король-наездник ; царь-всадник ; ライドンキング', 'baba yasushi', 'ongoing', 'comedi - cook - fantasi - martial art - shounen']"
Super Doctor K,"doctor k is a doctor with except skill. graduat from a top-tier, high profil medic college, instead of work in a hospit or run hi own clinic, he prefer to live hi life wander around to treat peopl in need of help. more.['スーパードクターk (japanese); 無敵怪醫 (chinese); ซุปเปอร์ดอกเตอร์ k (thai); bác sĩ kazu (vietnames - tiếng việt - tv)', 'mafun kazuo', 'ongoing', 'action - drama - medic - shounen']"
Hidden Love: Can,"that year, sang zhi' heart wa secretli fill with the figur of a man. she fell in love with herbrother' friend, duan jiaxu. thi big brother had beauti peach blossom eye and casuallyref to her as ""littl kid"".their first stun meet alway left sang zhi unabl to help want to get closer to him.however, the 7 year of age differ between them seem like i more.['偷偷藏不住 , secretly, secretly; but unabl to hide it; secretly, secretly; but unabl to hide it ; hidden love ; 偷偷藏不住', 'ju zhi', 'ongoing', 'romanc - school life - slice of life']"
Introduction to Survival,"remember. ""one, two, three, four, five, six, seveneight"" i will rememb it until the end. until the end on the day, my wife julia wa trampl on by them, all of my life and goal becam stain with burn hatred. yes, i have to kill those people. ""buri me next to her on the day i have fulfil my revenge."" until then, i must survive. in thi surviv hunt more.['생존학 개론 ; the way of survival', 'haru (하루) - mr quokka', 'ongoing', 'action - matur - psycholog - seinen - tragedi - manhwa']"
Yama No Susume,"aoi prefer indoor hobbi and is afraid of heights, but her childhood friend hinata love to show off her passion for mountain climbing. as young children they onc watch the sunris from the top of a mountain, and now they'v decid to take up mountain climb in hope of see that sunris again. they have cook battl with mountain gear, climb small hill in their neighborhood, a more.[]"
