title,description,link
Mount Celeb Kaneda-san,"Mochiko Kaneda (commonly known as Kaneda-san), a self-important, clumsy sanpaku-eyed celebrity lady, climbs to the top with overwhelming financial power!! More.",https://mangakakalot.com/manga/gu934134
He Awakened When I Died,"I possessed an extra who died as soon as the original work started.I was the hero's incompetent guide.Only until I die, will the male lead meet his new guide, the heroine.To safely stray from the original work,I pretended to be dead after consuming a toxic flower that throws you into a coma, but-""My guide isn't breathing anymore.""?""Who the he** can stop me?""The male lead awakened and went berserk? More.",https://readmanganato.com/manga-ru995155
Staring At Your Back,"Takeru Inomata is a high school student who lives in a small provincial town. The unspoken, the rumors, the marriage, the children ... That's all over him. He lives his daily life, as it comes, without making waves and without passion. Until the day when, in high school, a new student arrives ... He will be very surprised when he discovers that the latter is none other than Ko?taro?, one of his co More.",https://mangakakalot.com/manga/xj931599
Mount Celeb Kaneda-san,"Mochiko Kaneda (commonly known as Kaneda-san), a self-important, clumsy sanpaku-eyed celebrity lady, climbs to the top with overwhelming financial power!! More.",https://mangakakalot.com/manga/gu934134
He Awakened When I Died,"I possessed an extra who died as soon as the original work started.I was the hero's incompetent guide.Only until I die, will the male lead meet his new guide, the heroine.To safely stray from the original work,I pretended to be dead after consuming a toxic flower that throws you into a coma, but-""My guide isn't breathing anymore.""?""Who the he** can stop me?""The male lead awakened and went berserk? More.",https://readmanganato.com/manga-ru995155
Staring At Your Back,"Takeru Inomata is a high school student who lives in a small provincial town. The unspoken, the rumors, the marriage, the children ... That's all over him. He lives his daily life, as it comes, without making waves and without passion. Until the day when, in high school, a new student arrives ... He will be very surprised when he discovers that the latter is none other than Ko?taro?, one of his co More.",https://mangakakalot.com/manga/xj931599
The Foolish Angel Dances with Demons,"Masatora Akutsu has just transferred into class in Japan from a long way away - all the way from Hell, to be exact. Akutsu is a demon who's come to Earth to find someone who can motivate the forces of Hell to fight back against the invading Heavenly army. He immediately sets his sights on one of his classmates, the kind and beautiful Lily Amane, but ends up in way over his head when it turns o More.",https://readmanganato.com/manga-um972295
I’m Worried about My Classmate That’s Covered in Bruises,More.,https://readmanganato.com/manga-sx996106
Villain Unrivaled,"When I woke up, I discovered I had become the villain in the martial arts novel I wrote! But of all people, why does the body I possess belong to a damn villain? Hyuk Ryun Woon: The fourth son of the Demonic Cult’s Leader A nasty womanizer A martial arts weakling with a filthy temper A worthless villain who is one shotted by the main character in the novel! If I don’t want to be killed More.",https://readmanganato.com/manga-pw992805
Meeting You Again,"Kyung-Soo, a high school teacher has his eye on Yura, a girl student who resembles his first love. Even if I draw the line by saying ""I am a teacher and she is a student"", Yura tempts me even more ""Sir... I am an adult now so don't hold back."" More.",https://readmanganato.com/manga-rg994763
The Chaebeol's Youngest Son,"To get back 13 years of hard work through betrayal!
Yoon Hyun-woo, the head of the Sunyang Group, who lived like a servant and abandoned.
Just when he thought it was all over, he wake up as Jin Do-jun, the grandson of Sunyang Group Chairman Jin!
However, Jin Do-jun, the youngest son of a chaebol family, is far from the right to inherit.
Will he be able to become the final winner in a family poli More.",https://readmanganato.com/manga-pa992783
Kuroshitsuji,"In the Victorian ages of London The Earl of the Phantomhive house, Ciel Phantomhive, needs to get his revenge on those who had humiliated him and destroyed what he loved. Not being able to do it alone he sells his soul to a demon he names Sebastian Michaelis. Now working as his butler, Sebastian must help the Earl Phantomhive in this suspenseful, exciting, thriller manga. Overcoming many obstacles More.",https://readmanganato.com/manga-kd951986
Immortal Maniac,"Ye Kong, a total hooligan, got chosen by a mysterious power which tore the time portal and sent him to an ancient continent where everyone pursued immortal through cultivation. Having become a unfavored child of Ye Family, Ye Kong knew his path of cultivation would be extraordinarily difficult, but he he did find the ones he wanted to protect no matter whatmangabuddy is a website dedicated to fans More.",https://readmanganato.com/manga-oa992209
Isekai Kenkokuki,"A protagonist reborn in another world. Apparently he had been reincarnated as an abandoned child. Before his eyes were abandoned children like him. In order to survive, he led them into farming. Little by little, orphans gathered, and upon hearing rumors of a village, others began to migrate. The group that had been nothing but children had become a village before anyone realized. And then various More.",https://readmanganato.com/manga-ae977661
Over Rev!,"[From MangaCity]:
Over Rev is a manga about a senior graduate named Ryoko. A while back, she injured her ankle in a track meet. Since then, she didn't know what to do with her life, until she finds out about street racing... More.",https://readmanganato.com/manga-ts953327
Senior is Bad!,"Bad Senior / !Lily is only attracted to bad guys and has never dated anyone in real life. While waiting for a bad guy and rejecting all the good guys who approaches her, she meets Hyun-woo, the school's top trash senior. Lily goes straight to Hyun-woo, her ideal type for a thousand years, but Hyun-woo's reaction is cold and painful. She experienced this all by herself and it's rather good?! More.",https://readmanganato.com/manga-tz996508
"Love Me, Eat Me","This is a story about Kanghyun and Dojun's twisted love story. With a bizarre serial killer on the loose, two different yet similar high school boys have a brief fateful encounter.
Without the chance to express their feelings, they were separated due to Dojun's father's death and 10 years pass by. The return of the bizarre serial killer reunite Kanghyun and Dojun for their fate to begin again. More.",https://readmanganato.com/manga-qh993664
